htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
mdp.39015051112673	Stark Young	Young, Stark, 1881-1963	n80002589	25406862	Q7601980	1	6	1934-07-30	ic		778848	45	1277	553886	SO RED THE ROSE	4182	1934
mdp.39076005080614	Stark Young	Young, Stark, 1881-1963	n80002589	25406862	Q7601980	1	6	1934-07-30	ic		2203487	45	1277	553886	SO RED THE ROSE	4182	1934
pst.000021218941	Stark Young	Young, Stark, 1881-1963	n80002589	25406862	Q7601980	1	6	1934-07-30	ic	1879941120	26899746	45	1277	553886	SO RED THE ROSE	4182	1934
mdp.39015050557142	James Hilton	Hilton, James, 1900-1954	n81004128	36944583	Q43227	1	2	1945-08-26	ic		2101830	117	1567	1423709	SO WELL REMEMBERED	4183	1945
uc1.b3872826	James Hilton	Hilton, James, 1900-1954	n81004128	36944583	Q43227	1	2	1945-08-26	ic		9285404	117	1567	1423709	SO WELL REMEMBERED	4183	1945
mdp.39015047856458	Jayne Ann Krentz	Krentz, Jayne Ann	n85135118	66032852	Q438345	12	15	2000-01-16	ic	0399145788	41266094	65	2435	46838	SOFT FOCUS	4184	2000
mdp.39015003681049	Ernest Kellogg Gann	Gann, Ernest Kellogg, 1910-1991,	n80019628	111418291	Q1779816	4	10	1954-10-24	ic		550997	12	895	55494005	SOLDIER OF FORTUNE	4186	1954
uc1.b3687742	Ernest Kellogg Gann	Gann, Ernest Kellogg, 1910-1991,	n80019628	111418291	Q1779816	4	10	1954-10-24	ic		3050834	12	895	55494005	SOLDIER OF FORTUNE	4186	1954
mdp.39015040722442	Dean Koontz	Koontz, Dean R	n79081582	110880758	Q272076	1	2	1997-02-23	ic	0679425268	35995392	194	3363	63131772	SOLE SURVIVOR	4187	1997
mdp.39015000563000	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	9	1	1980-07-13	ic	0812827139	6087844	220	2256	473042	SOLO	4189	1980
mdp.39015003464677	James Jones	Jones, James, 1921-1977	n80025861	14771646	Q462629	4	12	1958-01-26	und		285327	118	824	1426161	SOME CAME RUNNING	4190	1958
uc1.b3435280	James Jones	Jones, James, 1921-1977	n80025861	14771646	Q462629	4	12	1958-01-26	und		285327	118	824	1426161	SOME CAME RUNNING	4190	1958
mdp.39015015308383	Larry McMurtry	McMurtry, Larry	n79027185	36935272	Q611672	6	9	1989-10-29	ic	0671642677	20216998	75	3095	197909930	SOME CAN WHISTLE	4191	1989
mdp.39015070730117	Jude Deveraux	Deveraux, Jude	n83225061	120685207	Q435326	8	7	2007-08-05	ic	9781416550280	77004330	89	3242	62743086	SOMEONE TO LOVE	4197	2007
mdp.39015058013163	Judith McNaught	McNaught, Judith	n86828502	67332444	Q2664596	3	10	2003-03-09	ic	0671525751	51585088	78	3046	765608	SOMEONE TO WATCH OVER ME	4198	2003
mdp.39015049553541	Joseph Heller	Heller, Joseph	n79100545	36926967	Q208101	1	10	1974-10-27	ic	0394465687	902893	128	3418	462118	SOMETHING HAPPENED	4200	1974
mdp.39015004954346	Joseph Heller	Heller, Joseph	n79100545	36926967	Q208101	1	10	1974-10-27	ic	0394465687	902893	128	3418	462118	SOMETHING HAPPENED	4200	1974
coo.31924082761333	Joseph Heller	Heller, Joseph	n79100545	36926967	Q208101	1	10	1974-10-27	ic		20349572	128	3418	462118	SOMETHING HAPPENED	4200	1974
uc1.32106015458299	Joseph Heller	Heller, Joseph	n79100545	36926967	Q208101	1	10	1974-10-27	ic	0684841215	37156220	128	3418	462118	SOMETHING HAPPENED	4200	1974
mdp.39015039762847	Margery Sharp	Sharp, Margery, 1905-1991	n50022237	39384215	Q439059	14	15	1961-04-09	ic		365998	49	736	178689266	SOMETHING LIGHT	4202	1961
mdp.39015034328503	Margery Sharp	Sharp, Margery, 1905-1991	n50022237	39384215	Q439059	14	15	1961-04-09	ic		365998	49	736	178689266	SOMETHING LIGHT	4202	1961
mdp.39015002751025	Robert Ruark	Ruark, Robert, 1915-1965	n50025989	5736004	Q1103301	1	7	1955-05-08	ic|und		271724	34	1592	1082293	SOMETHING OF VALUE	4203	1955
uc1.b3728055	Robert Ruark	Ruark, Robert, 1915-1965	n50025989	5736004	Q1103301	1	7	1955-05-08	ic|und		271724	34	1592	1082293	SOMETHING OF VALUE	4203	1955
umn.31951002041801y	Robert Ruark	Ruark, Robert, 1915-1965	n50025989	5736004	Q1103301	1	7	1955-05-08	ic		62620828	34	1592	1082293	SOMETHING OF VALUE	4203	1955
mdp.39015018620339	Thomas B. Costain	Costain, Thomas B. (Thomas Bertram), 1885-1965	n50018153	97749233	Q4235282	2	2	1950-11-12	ic		281002	60	1118	287411899	SON OF A HUNDRED KINGS	4205	1950
uc1.b3614690	Thomas B. Costain	Costain, Thomas B. (Thomas Bertram), 1885-1965	n50018153	97749233	Q4235282	2	2	1950-11-12	ic		281002	60	1118	287411899	SON OF A HUNDRED KINGS	4205	1950
uc1.b3116639	Joseph George Hitrec	Hitrec, Joseph George, 1912-	n2014066220	282539818		9	7	1948-04-04	ic		1678752	1	231	431742382	SON OF THE MOON	4209	1948
mdp.39015066064497	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	9	2004-06-27	ic	1880418592	55492007	154	3972	1933139306	SONG OF SUSANNAH	4210	2004
mdp.39015014823770	Bess Streeter Aldrich	Aldrich, Bess Streeter, 1881-1954	n50037326	7620047	Q4896373	5	5	1939-01-30	ic		2590867	25	927	2566090	SONG OF YEARS	4212	1939
uc1.32106019118212	Ann Packer	Packer, Ann, 1959-	n93082272	39617308	Q4766601	10	11	2007-09-23	ic	0375412816	76925237	109	1965	62676787	SONGS WITHOUT WORDS	4214	2007
mdp.39015070745362	Ann Packer	Packer, Ann, 1959-	n93082272	39617308	Q4766601	10	11	2007-09-23	ic	0375412816	76925237	109	1965	62676787	SONGS WITHOUT WORDS	4214	2007
uc1.b3552942	Pearl S. Buck	Buck, Pearl S. (Pearl Sydenstricker), 1892-1973	n79026662	91868694	Q80900	1	1	1932-10-03	ic		568321	679	2547	1661313	SONS	4216	1932
mdp.39015002613381	Pearl S. Buck	Buck, Pearl S. (Pearl Sydenstricker), 1892-1973	n79026662	91868694	Q80900	1	1	1932-10-03	ic		568321	679	2547	1661313	SONS	4216	1932
pst.000031902632	Pearl S. Buck	Buck, Pearl S. (Pearl Sydenstricker), 1892-1973	n79026662	91868694	Q80900	1	1	1932-10-03	ic	1559210397	32483189	679	2547	1661313	SONS	4216	1932
uc1.32106006152380	William Styron	Styron, William	n79022959	71398096	Q245257	1	3	1979-06-24	ic	9780394461090	4593241	554	6236	3372136476	SOPHIE'S CHOICE	4218	1979
mdp.49015002795327	William Styron	Styron, William	n79022959	71398096	Q245257	1	3	1979-06-24	ic	0679602895	37480742	554	6236	3372136476	SOPHIE'S CHOICE	4218	1979
mdp.39015063249232	Rita Mae Brown and Sneaky Pie Brown	Brown, Rita Mae	n50039592	112278657	Q242956	9	7	2006-03-19	ic	9780553803624	62172909	180	3005	46720330	SOUR PUSS	4221	2006
uc1.b3921051	Marjorie K. Rawlings	Rawlings, Marjorie Kinnan, 1896-1953	n50054037	73859015	Q465237	2	3	1933-03-27	ic		1234180	20	1127	556281	SOUTH MOON UNDER	4222	1933
mdp.39015000599186	Marjorie K. Rawlings	Rawlings, Marjorie Kinnan, 1896-1953	n50054037	73859015	Q465237	2	3	1933-03-27	ic		1234180	20	1127	556281	SOUTH MOON UNDER	4222	1933
mdp.39015014856150	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	13	15	1960-05-15	ic		290573	11	754	1471558	SOUTH OF THE ANGELS	4224	1960
mdp.39015008023783	Winifred Holtby	Holtby, Winifred, 1898-1935	n50028145	61559830	Q523578	6	6	1936-04-13	und		317448	12	487	347212600	SOUTH RIDING	4225	1936
uc1.$b102989	Winifred Holtby	Holtby, Winifred, 1898-1935	n50028145	61559830	Q523578	6	6	1936-04-13	und		317448	12	487	347212600	SOUTH RIDING	4225	1936
inu.32000002892091	Winifred Holtby	Holtby, Winifred, 1898-1935	n50028145	61559830	Q523578	6	6	1936-04-13	ic		4293997	26	310	10268904252	SOUTH RIDING	4225	1936
mdp.39015004248582	Winifred Holtby	Holtby, Winifred, 1898-1935	n50028145	61559830	Q523578	6	6	1936-04-13	ic		17381250	11	400	196188342	SOUTH RIDING	4225	1936
mdp.39015046886159	Patricia Cornwell	Cornwell, Patricia Daniels	n82218798	36976332	Q231467	1	6	1999-01-31	ic	039914465X	39695751	206	4032	4921884803	SOUTHERN CROSS	4228	1999
mdp.39015020643766	Rita Mae Brown	Brown, Rita Mae Schriftstellerin, 1944-	n50039592	112278657	Q242956	15	1	1982-05-16	ic	0060149280	7671381	23	1322	402642	SOUTHERN DISCOMFORT	4229	1982
mdp.39015012309996	Erich Maria Remarque	Remarque, Erich Maria	n84223789	61551298	Q47293	4	7	1952-02-17	ic		295391	58	1686	3372229115	SPARK OF LIFE	4233	1952
uc1.b4885333	Erich Maria Remarque	Remarque, Erich Maria	n84223789	61551298	Q47293	4	7	1952-02-17	ic		295391	58	1686	3372229115	SPARK OF LIFE	4233	1952
inu.39000000525985	Erich Maria Remarque	Remarque, Erich Maria	n84223789	61551298	Q47293	4	7	1952-02-17	ic	0583132464	10549524	58	1686	3372229115	SPARK OF LIFE	4233	1952
mdp.39015053606771	Charles Morgan	Morgan, Charles, 1894-1958	n50005816	76404437	Q1065287	1	4	1936-04-20	ic		778169	21	990	1696584	SPARKENBROKE	4234	1936
uc1.$b106391	Charles Morgan	Morgan, Charles, 1894-1958	n50005816	76404437	Q1065287	1	4	1936-04-20	ic		778169	21	990	1696584	SPARKENBROKE	4234	1936
mdp.39015041359921	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	1	14	1997-07-13	ic	0385316917	36350593	232	3711	372813	SPECIAL DELIVERY	4239	1997
mdp.39015049988614	W. E. B. Griffin	Griffin, W. E. B.	n86011947	305233686	Q2536700	3	9	2001-02-04	ic	0399146466	44927052	13	1745	11700305856	SPECIAL OPS	4240	2001
uc1.32106018065802	Michael Cunningham	Cunningham, Michael, 1952-	n83177223	85321355	Q310257	11	15	2005-06-26	ic	000719384X	59352411	121	2168	8220	SPECIMEN DAYS	4242	2005
mdp.39015062563906	Karen Marie Moning	Moning, Karen Marie	no99018581	3578725	Q454920	12	13	2005-09-18	ic	0385339143	60671864	297	1531	38118	SPELL OF THE HIGHLANDER	4243	2005
mdp.49015002595263	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	8	9	1979-07-01	ic	0399123288	4664404	156	2467	4159914431	SPHINX	4247	1979
mdp.39015030699550	MacKinlay Kantor	Kantor, MacKinlay, 1904-1977	n79140979	46839470	Q1226282	4	15	1961-10-22	ic		285277	12	1119	51703502	SPIRIT LAKE	4254	1961
uc1.$b103886	MacKinlay Kantor	Kantor, MacKinlay, 1904-1977	n79140979	46839470	Q1226282	4	15	1961-10-22	ic		285277	12	1119	51703502	SPIRIT LAKE	4254	1961
uc1.b4384826	MacKinlay Kantor	Kantor, MacKinlay, 1904-1977	n79140979	46839470	Q1226282	4	15	1961-10-22	ic		1627074	12	1119	51703502	SPIRIT LAKE	4254	1961
mdp.39015070729945	William Gibson	Gibson, William, 1948-	n85146890	109517110	Q188987	6	6	2007-08-26	ic	0399154302	80360640	162	2326	65378160	SPOOK COUNTRY	4259	2007
uc1.$b103187	Ruth Moore	Moore, Ruth, 1903-1989	n79079489	6212032	Q7383136	6	7	1946-07-14	ic		1600052	45	556	2374625	SPOONHANDLE	4260	1946
mdp.39015007028387	B. S. Aldrich	Aldrich, Bess Streeter, 1881-1954	n50037326	7620047	Q4896373	7	8	1935-11-04	ic		3415516	12	1204	388137	SPRING CAME ON FOREVER	4261	1935
uc1.$b299557	B. S. Aldrich	Aldrich, Bess Streeter, 1881-1954	n50037326	7620047	Q4896373	7	8	1935-11-04	ic		3415516	12	1204	388137	SPRING CAME ON FOREVER	4261	1935
mdp.39015037432666	Judith Krantz	Krantz, Judith	n77017832	121647919	Q452206	4	10	1996-04-07	ic	0517593343	33818044	115	2256	11984631	SPRING COLLECTION	4262	1996
mdp.39015063150612	Bette Bao Lord	Lord, Bette	n81035451	90777242	Q2900172	2	10	1981-11-29	ic	0380599236	18530403	30	2551	4520463	SPRING MOON	4264	1981
mdp.39015064760930	Ted Bell	Bell, Ted	no2003056919	79507918	Q7693001	9	2	2006-09-03	ic	9780743277235	70630556	111	1897	57715771	SPY	4266	2006
mdp.39015014233541	Len Deighton	Deighton, Len, 1929-	n79075579	273905397	Q505274	7	1	1988-12-25	ic	0091736420	20824630	90	2718	196632706	SPY HOOK	4267	1988
mdp.39015019619140	Len Deighton	Deighton, Len, 1929-	n79075579	273905397	Q505274	5	5	1990-09-16	ic	0091743206	21599377	63	2543	147852	SPY SINKER	4269	1990
mdp.39015005282622	Len Deighton	Deighton, Len, 1929-	n79075579	273905397	Q505274	3	1	1979-03-25	ic	0394504097	4135551	34	1638	2452569032	SS-GB	4273	1979
uc1.b3727323	Robert H.K. Walter	Walter, Robert H. K.	no2002079912	9517832		10	15	1963-06-30	pdus		772833	36	182	355746857	STACY TOWER	4274	1963
mdp.39015066877120	Iris Johansen	Johansen, Iris	n87851552	41851486	Q298651	8	11	2007-01-14	ic	055380345X	70660132	310	3798	57727667	STALEMATE	4276	2007
mdp.39015055435070	Fannie Flagg	Flagg, Fannie	n80153039	79412195	Q433207	3	3	2002-08-25	ic	0679426159	49402975	138	3900	196163959	STANDING IN THE RAINBOW	4280	2002
pst.000058051146	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	1	5	1989-02-26	ic	0440500729	57000594	195	3710	354858	STAR	4283	1989
mdp.39015060123216	Pamela Anderson	Anderson, Pamela, 1967-	n96006533	94951102	Q83325	13	7	2004-08-22	ic	0743270614	56078698	66	597	35009818	STAR	4284	2004
mdp.39015062494060	Kathleen Winsor	Winsor, Kathleen	n79029829	19694831	Q2342652	3	4	1950-04-30	ic		291060	23	483	3943559089	STAR MONEY	4286	1950
mdp.39015033397988	Franz Werfel	Werfel, Franz 1890-1945	n50002492	34464361	Q78514	12	1	1946-03-24	ic		693013	22	613	3980165196	STAR OF THE UNBORN	4287	1946
uc1.b3634671	Franz Werfel	Werfel, Franz 1890-1945	n50002492	34464361	Q78514	12	1	1946-03-24	ic		693013	22	613	3980165196	STAR OF THE UNBORN	4287	1946
mdp.39015056893418	F. van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	1	1	1940-06-10	ic		3659785	24	617	366322354	STARS ON THE SEA	4308	1940
uc1.$b106177	F. van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	1	1	1940-06-10	ic		288038	24	617	366322354	STARS ON THE SEA	4308	1940
uc1.b3710831	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	3	5	1952-11-30	ic		285350	11	1220	519490	STEAMBOAT GOTHIC	4315	1952
mdp.39015030701000	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	3	5	1952-11-30	ic		285350	11	1220	519490	STEAMBOAT GOTHIC	4315	1952
mdp.39015012409077	Ilona Karmel	Karmel, Ilona, 1925-2000	n85386575	79384747	Q59532878	11	11	1953-04-26	ic		291990	23	466	1476688	STEPHANIA	4317	1953
uc1.$b105736	Ilona Karmel	Karmel, Ilona, 1925-2000	n85386575	79384747	Q59532878	11	11	1953-04-26	ic		291990	23	466	1476688	STEPHANIA	4317	1953
mdp.39015050498982	Diane Mott Davidson	Davidson, Diane Mott	n88160020	192095393	Q1208990	9	4	2001-04-22	ic	0553107240	45700409	230	2911	6602312	STICKS & SCONES	4319	2001
mdp.39015060020446	Robert B. Parker	Parker, Robert B., 1932-2010	n79063642	101763416	Q550819	11	3	2003-10-19	ic	0399150870	52091091	197	3405	374392231	STONE COLD	4328	2003
uc1.b3711212	John P. Marquand	Marquand, John P. (John Phillips), 1893-1960	n79061320	7473159	Q1190579	8	12	1957-02-10	und		289248	132	860	1466515	STOPOVER: TOKYO	4330	1957
mdp.39015032134366	John P. Marquand	Marquand, John P. (John Phillips), 1893-1960	n79061320	7473159	Q1190579	8	12	1957-02-10	und		289248	132	860	1466515	STOPOVER: TOKYO	4330	1957
pst.000029139026	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	4	7	1936-06-15	ic	0394604830	1843362	35	2282	462030	STORIES OF THREE DECADES	4331	1936
pst.000029591558	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	4	7	1936-06-15	ic	0394604830	1843362	35	2282	462030	STORIES OF THREE DECADES	4331	1936
uc1.32106014060872	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	4	7	1936-06-15	ic		6579933	35	2282	462030	STORIES OF THREE DECADES	4331	1936
mdp.39015002194143	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	4	7	1936-06-15	ic		29819753	35	2282	462030	STORIES OF THREE DECADES	4331	1936
mdp.39015000359318	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	4	7	1936-06-15	ic		317259	35	2282	462030	STORIES OF THREE DECADES	4331	1936
mdp.39015023537197	Joseph C. Lincoln	Lincoln, Joseph Crosby, 1870-1944	n81010311	10209185	Q6281896	5	5	1937-09-27	pd		564198	13	129	1646968	STORM GIRL	4335	1937
mdp.39015000542897	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	3	1	1976-10-03	ic	0030177618	2121383	99	2476	27865	STORM WARNING	4338	1976
mdp.39015033065213	Dale Brown	Brown, Dale, 1956-	n86012717	44513146	Q323353	13	11	1994-08-21	ic	0399139311	30355373	22	2015	6716339	STORMING HEAVEN	4339	1994
mdp.39015034285463	Carl Hiaasen	Hiaasen, Carl	n85133706	2519004	Q726177	9	6	1995-09-03	ic	0679419829	32987956	248	2601	6938	STORMY WEATHER	4341	1995
mdp.39015062109155	Dick Francis	Francis, Dick	n79135492	24601518	Q314929	6	14	1989-11-26	ic	0718131800	20570885	168	2983	5969529	STRAIGHT	4342	1989
mdp.39015049691218	Lillian Smith	Smith, Lillian (Lillian Eugenia), 1897-1966	n50013297	51818489	Q6548210	1	5	1944-03-26	ic		287786	34	2402	197707254	STRANGE FRUIT	4344	1944
miua.1029408.0001.001	Lillian Smith	Smith, Lillian (Lillian Eugenia), 1897-1966	n50013297	51818489	Q6548210	1	5	1944-03-26	ic		287786	34	2402	197707254	STRANGE FRUIT	4344	1944
uc1.32106014826249	Lillian Smith	Smith, Lillian (Lillian Eugenia), 1897-1966	n50013297	51818489	Q6548210	1	5	1944-03-26	ic		5280871	34	2402	197707254	STRANGE FRUIT	4344	1944
mdp.39015054090710	Lillian Smith	Smith, Lillian (Lillian Eugenia), 1897-1966	n50013297	51818489	Q6548210	1	5	1944-03-26	ic		8684829	34	2402	197707254	STRANGE FRUIT	4344	1944
