ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
16,Killing Kanoko: Selected Poems of Hiromi Itō,"Itō, Hiromi",Action Books,,January 2011,Poetry,2009,"Notre Dame, IN",inu,9780979975547,767757806,http://viaf.org/viaf/37760606,37760606,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2174
17,Yes Thing No Thing,"Torres, Edwin",Roof Books,,January 2011,Poetry,2010,"New York, NY",nyu,9781931824415,682962147,http://viaf.org/viaf/26872764,26872764,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2175
18,Eunoia,"Bök, Christian",Coach House Press,Coach House Books,January 2011,Poetry,2009,"Toronto, ON",onc,9781552452257,427676562,http://viaf.org/viaf/56843291,56843291,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2176
19,From Milltown to Malltown,"Daniels, Jim ; McCafferty, Jane ; Brodsky, Charlee",Marick Press,,January 2011,Poetry,2010,"Grosse Pointe Farms, MI",miu,9781934851166,671916461,http://viaf.org/viaf/13503160 ; http://viaf.org/viaf/77975043 ; http://viaf.org/viaf/34366941,13503160 ; 77975043 ; 34366941,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2177
20,Destruction Myth,"Svalina, Mathias",Cleveland State University Poetry Center,,January 2011,Poetry,2010,"Cleveland, OH",ohu,9781880834879,779991058,http://viaf.org/viaf/39179412,39179412,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2178
21,Tourist at a Miracle,"Statman, Mark",Hanging Loose Press,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9781934909164,435629104,http://viaf.org/viaf/272111609,272111609,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2179
22,West Cliff Poems: The Poetry of Weng Chüan,"Chaves, Jonathan",Ahadada Books,,January 2011,Poetry,2010,"Burlington, ON",onc,9780981274461,679938875,http://viaf.org/viaf/12434011,12434011,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2180
23,Hi-Density Politics,"Noel, Urayoán",BlazeVOX Books,BlazeVOX [books],January 2011,Poetry,2010,"Buffalo, NY",nyu,9781609640316,698331078,http://viaf.org/viaf/207389153,207389153,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2181
24,Determination,"Robinson, Kit",Cuneiform Press,,January 2011,Poetry,2010,"Victoria, TX",txu,9780982792636,679938912,http://viaf.org/viaf/53028061,53028061,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2182
25,Terra Lucida,"Donahue, Joseph",Talisman House,"Talisman House, Publishers",January 2011,Poetry,2009,"Jersey City, NJ",nju,9780923389291,44488590,http://viaf.org/viaf/18925644,18925644,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2183
26,The Field Is Lethal,"Doppelt, Suzanne",Counterpath Press,,January 2011,Poetry,2011,"Denver, CO",cou,9781933996202,780003475,http://viaf.org/viaf/51815660,51815660,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2184
27,Greensward,"Swensen, Cole",Ugly Duckling Presse,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9781933254654,652743713,http://viaf.org/viaf/34594117,34594117,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2185
28,Quantum Entanglement,"Knight, Carol Lynne",Apalachee Press,,January 2011,Poetry,2010,"Tallahassee, FL",flu,9780940821095,662410421,http://viaf.org/viaf/170913269,170913269,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2186
29,The Black Automaton,"Kearney, Douglas",Fence Books,,January 2011,Poetry,2009,"Albany, NY",nyu,9781934200285,311768580,http://viaf.org/viaf/36445247,36445247,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2187
30,Pleasure,"Teare, Brian",Ahsahta Press,,January 2011,Poetry,2010,"Boise, ID",idu,9781934103166,624052122,http://viaf.org/viaf/51060539,51060539,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2188
1,Barrio Bushido: a Novel,"Bac Sierra, Benjamin",El León Literary Arts,,January/February 2011,Fiction,2011,"Berkeley, CA",cau,9780979528552,679938832,http://viaf.org/viaf/170449108,170449108,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2189
2,The Cosmopolitans,"Kalman, Nadia",Livingston Press,,January/February 2011,Fiction,2010,"Livingston, AL",alu,9781604890662,664428197,http://viaf.org/viaf/167527618,167527618,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2190
3,Beauties: A Novel,"Troy, Mary",BkMk Press at the University of Missouri-Kansas City,BkMk Press,January/February 2011,Fiction,2010,"Kansas City, MO",mou,9781886157743,649701722,http://viaf.org/viaf/31304534,31304534,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2191
4,I Looked Alive,"Lutz, Garielle",Black Square Editions ; The Brooklyn Rail,,January/February 2011,Fiction,2010,"Brooklyn, NY",nyu,9781934029077,658003758,http://viaf.org/viaf/1164294979308411710,1164294979308411710,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2192
5,Lunar Braceros 2125-2148,"Sánchez, Rosaura ; Pita, Beatrice",Calaca Press,,January/February 2011,Fiction,2009,"National City, CA",cau,9780984335909,503074186,http://viaf.org/viaf/69092709 ; http://viaf.org/viaf/275775225,69092709 ; 275775225,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2193
6,Who Was Changed and Who Was Dead,"Comyns, Barbara","Dorothy, a publishing project",,January/February 2011,Fiction,2010,"Urbana, IL",ilu,9780984469314,662410397,http://viaf.org/viaf/109172601,109172601,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2194
7,Unclean Jobs for Women and Girls,"Nutting, Alissa",Starcherone Books,,January/February 2011,Fiction,2010,"Buffalo, NY",nyu,9780062699862,1017599413,http://viaf.org/viaf/134120357,134120357,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2195
8,Stories in the Worst Way,"Lutz, Garielle",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",January/February 2011,Fiction,2009,"Detroit, MI",miu,9780979808074,429509846,http://viaf.org/viaf/33719664,33719664,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2196
9,Georgic,"Nagai, Mariko",BkMk Press at the University of Missouri-Kansas City,BkMk Press,January/February 2011,Fiction,2010,"Kansas City, MO",mou,9781886157767,664354512,http://viaf.org/viaf/315533871,315533871,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2197
10,Event Factory,"Gladman, Renee","Dorothy, a publishing project",,January/February 2011,Fiction,2010,"Urbana, IL",ilu,9780984469307,687723379,http://viaf.org/viaf/36456769,36456769,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2198
11,Master of Miniatures,"Shepard, Jim",Solid Objects,,January/February 2011,Fiction,2011,"New York, NY",nyu,9780984414239,739052182,http://viaf.org/viaf/39613753,39613753,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2199
12,Color Plates,"Golaski, Adam",Rose Metal Press,,January/February 2011,Fiction,2010,"Brookline, MA",mau,9780984616602,1037954333,http://viaf.org/viaf/39165308,39165308,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2200
13,Vacant Lot,"Rohe, Oliver",Counterpath Press,,January/February 2011,Fiction,2011,"Denver, CO",cou,9781933996219,661183209,http://viaf.org/viaf/54379666,54379666,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2201
14,Monster Party,"Acker, Lizzy",Small Desk Press,,January/February 2011,Fiction,2010,"San Francisco, CA",cau,9780978985837,700406604,http://viaf.org/viaf/169761938,169761938,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2202
15,"Welcome to Miami, Doctor Leal","Vázquez Díaz, René",Latin American Literary Review Press,,January/February 2011,Fiction,2009,"Pittsburgh, PA",pau,9781891270529,428731336,http://viaf.org/viaf/94010867,94010867,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2203
16,Kyra Kyralina,"Istrati, Panait",Talisman House,"Talisman House, Publishers",January/February 2011,Fiction,2010,"Greenfield, MA",mau,9786078338818,1100029813,http://viaf.org/viaf/73855014,73855014,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2204
17,Life as It Is,"Rodrigues, Nelson",Host Publications,,January/February 2011,Fiction,2009,"Austin, TX",txu,9780924047602,244354531,http://viaf.org/viaf/60326195,60326195,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2205
18,Thirty Miles to Rosebud,"Henning, Barbara",BlazeVOX [books],,January/February 2011,Fiction,2009,"Buffalo, NY",nyu,9781935402251,433594103,http://viaf.org/viaf/13858336,13858336,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2206
19,Firework,"Marten, Eugene",Tyrant Books,,January/February 2011,Fiction,2010,"New York, NY",nyu,9780991360864,1465215394,http://viaf.org/viaf/2173504,2173504,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2207
20,"Encyclopedia Volume 2, F-K","Bryant, Tisa (editor) ; Mellis, Miranda F. (editor) ; Schatz, Kate (editor)",Encyclomedia,,January/February 2011,Fiction,2010,"Providence, RI",riu,9780977344314,71829994,http://viaf.org/viaf/61094906 ; http://viaf.org/viaf/14733086 ; http://viaf.org/viaf/39340364,61094906 ; 14733086 ; 39340364,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2208
21,Jewels and Other Stories,"Promislow, Dawn",TSAR Publications,,January/February 2011,Fiction,2010,"Toronto, ON",onc,9781894770781,648932198,http://viaf.org/viaf/125451565,125451565,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2209
22,A Jello Horse,"Simmons, Matthew",Publishing Genius Press,,January/February 2011,Fiction,2009,"Baltimore, MD",mdu,9780982081327,463396811,http://viaf.org/viaf/120600919,120600919,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2210
23,Everything Faces All Ways at Once,"Summerfield, Zulema Renee",Fourteen Hills Press,,January/February 2011,Fiction,2010,"San Francisco, CA",cau,9781889292243,679938834,http://viaf.org/viaf/171318632,171318632,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2211
24,"White, Christian","Stoddard, Christopher",Triton Books,,January/February 2011,Fiction,2010,"New York, NY",nyu,9780982807415,648480889,http://viaf.org/viaf/147992884,147992884,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2212
25,Ever: a Novella,"Butler, Blake",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",January/February 2011,Fiction,2009,Nairobi,ke,9780979808067,312015135,http://viaf.org/viaf/101462645,101462645,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2213
26,On the Clock: Contemporary Short Stories of Work,"Vande Zande, Jeff (editor) ; Maday, Josh (editor)",Bottom Dog Press,,January/February 2011,Fiction,2011,"Huron, OH",ohu,9781933964386,657595948,http://viaf.org/viaf/19311116 ; http://viaf.org/viaf/171451351,19311116 ; 171451351,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2214
27,Bunker Anatomy,"Claro, Christophe ; Evenson, Brian (translator)",Marick Press,,January/February 2011,Fiction,2010,"Grosse Pointe Farms, MI",miu,9781934851234,669752499,http://viaf.org/viaf/45467960 ; http://viaf.org/viaf/24836193,45467960 ; 24836193,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2215
28,Homicide Survivors Picnic and Other Stories,"López, Lorraine M.",BkMk Press at the University of Missouri-Kansas City,BkMk Press,January/February 2011,Fiction,2009,"Kansas City, MO",mou,9781886157729,430736554,http://viaf.org/viaf/65824381,65824381,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2216
29,The Paris Stories,"Hunt, Laird",Marick Press,,January/February 2011,Fiction,2010,"Grosse Pointe Farms, MI",miu,9781934851210,679938844,http://viaf.org/viaf/14907223,14907223,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2217
30,The Dihedrons Gazelle-Dihedrals Zoom,"Scalapino, Leslie",The Post-Apollo Press,,January/February 2011,Fiction,2010,"Sausalito, CA",cau,9780942996722,614396707,http://viaf.org/viaf/93303045,93303045,https://web.archive.org/web/20221201032047/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-january/february-2011.aspx,SPD2218
1,The Source: An Investigation in Constrained Bibliomancy and Ambient Research,"Gordon, Noah Eli",Futurepoem Books,Futurepoem,February 2011,Poetry,2011,"New York, NY",nyu,9780982279847,679938923,http://viaf.org/viaf/4631624,4631624,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2219
2,After the Ark,"Johnson, Luke",NYQ Books,,February 2011,Poetry,2011,"New York, NY",nyu,9781935520399,698331094,http://viaf.org/viaf/44168044618338100216,44168044618338100216,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2220
3,Pink Elephant,"McKibbens, Rachel",Cypher Books,,February 2011,Poetry,2016,"New York, NY",nyu,9780984874453,961009643,http://viaf.org/viaf/103035603,103035603,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2221
4,Expedition: New and Selected Poems,"Vogelsang, Arthur",Ashland Poetry Press,,February 2011,Poetry,2011,"Ashland, OH",ohu,9780912592718,679938891,http://viaf.org/viaf/276437401,276437401,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2222
5,The Lessons,"Diaz, Joanne",Silverfish Review Press,,February 2011,Poetry,2011,"Eugene, OR",oru,9781878851598,779997394,http://viaf.org/viaf/159998000,159998000,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2223
6,The Bled,"McCue, Frances",Factory Hollow Press,,February 2011,Poetry,2010,"North Amherst, MA",mau,9780984069873,701736003,http://viaf.org/viaf/60729351,60729351,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2224
7,Hi-Density Politics,"Noel, Urayoán",BlazeVOX Books,BlazeVOX [books],February 2011,Poetry,2010,"Buffalo, NY",nyu,9781609640316,698331078,http://viaf.org/viaf/207389153,207389153,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2225
8,Humanimal: A Project for Future Children,"Kapil, Bhanu",Kelsey Street Press,,February 2011,Poetry,2009,"Berkeley, CA",cau,9780932716774,1475166812,http://viaf.org/viaf/29085938,29085938,https://web.archive.org/web/20230208030227/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-february-2011.aspx,SPD2226
